Genres,Film Count,Average Ratings
"Biography,Drama,Family",212,70.9433962264151
"Action,Adventure,Western",214,72.1635514018692
"Adventure,History,Horror",214,80.2476635514019
"Animation,Drama,Sci-Fi",214,70.2943925233645
"History,War",216,70.4398148148148
"Reality-TV,Talk-Show",216,66.75
"Adventure,Mystery",219,71.6073059360731
"Action,Drama,Western",221,61.6334841628959
"Adventure,Fantasy,Romance",221,75.5429864253394
"Action,Adventure,War",223,66
"Action,Adventure,Mystery",224,66.7991071428571
"Adventure,Crime,Mystery",224,71.6339285714286
"Biography,Documentary,Talk-Show",224,70.5892857142857
"Fantasy,Horror,Reality-TV",225,86.5288888888889
"Comedy,Fantasy,Mystery",226,78.3495575221239
"Comedy,Crime,Fantasy",228,67.9298245614035
"Family,News,Talk-Show",228,69.4780701754386
"Animation,Fantasy,Romance",229,75.1572052401747
"Reality-TV,Western",230,86.5739130434783
"Action,Comedy,Thriller",231,61.5454545454545
"Comedy,Crime,Family",231,66.9047619047619
"Drama,Music,Short",231,68.9177489177489
"Action,Adventure,Biography",232,73.7155172413793
"Adventure,Mystery,Reality-TV",237,74.6413502109705
"Adult,Comedy,Romance",238,60.2605042016807
"Animation,Biography,Comedy",238,77.7478991596639
"Comedy,Short,Thriller",239,71.4100418410042
"Action,Crime,Fantasy",240,70.3
"Horror,Reality-TV",245,61.0897959183673
"Adult,Crime,Drama",247,62.2914979757085
"Documentary,History,News",249,72.5943775100402
"Mystery,Sci-Fi,Thriller",249,65.4417670682731
"Biography,Documentary,Family",252,74.7619047619048
"Documentary,Drama,Family",252,72.2777777777778
"Comedy,Crime,Horror",253,63.9604743083004
"Action,Game-Show,Sport",259,73.1158301158301
"Drama,Music,Western",259,59.6718146718147
"Drama,Family,Mystery",261,72.9846743295019
"Documentary,Drama,Fantasy",262,71.2824427480916
"Comedy,Reality-TV,Short",264,63.0454545454545
"Comedy,Family,History",265,80.3547169811321
"Animation,Drama,History",266,76.0714285714286
"Biography,Short",266,73.1127819548872
"Adventure,Fantasy,Sci-Fi",267,64.4531835205993
"Adventure,Documentary,History",268,70.2537313432836
"Animation,Sci-Fi",269,68.9033457249071
"Comedy,Crime,Romance",271,60.7084870848708
"Fantasy,History,Sci-Fi",271,72.2915129151291
"Action,Mystery,Thriller",272,56.9632352941176
"Drama,History,Thriller",281,70.9074733096085
"History,Short",281,70.9928825622776
"Adventure,Biography,Drama",283,69.5123674911661
"Animation,Music,Short",284,64.1760563380282
"Documentary,Sci-Fi",284,70.2816901408451
"Documentary,Reality-TV,Sport",285,78.7052631578947
"Comedy,Drama,Reality-TV",292,63.8219178082192
"Action,Drama,Family",293,66.2150170648464
"Adventure,Crime",293,62.0443686006826
"Reality-TV,Thriller",293,72.1126279863481
"Romance,Thriller",293,62.1296928327645
"Documentary,History,Sport",298,77.5436241610738
"Musical,Romance",308,61.0324675324675
"Adult,Short",309,62.8608414239482
"Crime,Horror,Thriller",312,53.1891025641026
"Drama,Horror,Romance",312,65.7179487179487
"Action,Drama,Sport",317,70.0157728706625
"Action,Romance",323,68.5851393188855
"Comedy,Horror,Thriller",324,54.1697530864198
"Animation,Sci-Fi,Short",325,66.4092307692308
"Crime,Drama,Reality-TV",325,70.68
"Animation,Documentary,Short",326,67.3895705521472
"Action,Adventure,Thriller",327,59.0948012232416
"Animation,Comedy,Sport",330,73.0151515151515
"Comedy,Musical,Short",330,65.5757575757576
"Action,Horror,Thriller",331,47.2326283987915
"Animation,Family,Musical",331,70.5528700906344
"Crime,Drama,Music",331,72.3413897280967
"Action,Sci-Fi,Short",333,69.4444444444444
"Comedy,Crime,Thriller",333,65.5855855855856
"Adventure,Biography,Crime",335,75.6805970149254
"Short,War",335,68.0268656716418
"Documentary,Mystery",336,69.8452380952381
"Short,Sport",336,68.3392857142857
"Action,Adventure,Documentary",338,75.9822485207101
"Animation,Drama,Music",341,75.9472140762463
"Drama,Music,Musical",341,69.2609970674487
"Comedy,Music,Short",346,67.2138728323699
"Documentary,Mystery,Reality-TV",350,70.7057142857143
"Action,Horror",352,51.1619318181818
"Drama,Family,History",354,77.1864406779661
"Fantasy,Horror",357,55.2857142857143
"Adventure,Drama,Horror",359,72.1504178272981
"Fantasy,Horror,Short",359,69.0807799442897
"Animation,Drama",363,71.7272727272727
"Adventure,Comedy,Romance",365,65.9424657534247
"Biography,Drama,Sport",367,68.8119891008174
"Action,Fantasy,Sci-Fi",368,65.1983695652174
"Biography,History",373,77.8847184986595
"Horror,Sci-Fi,Short",373,66.1394101876676
"Action,Adventure,History",376,70.4042553191489
"Adventure,Comedy,Documentary",376,76.0585106382979
"Documentary,History,Short",378,70.1084656084656
"Drama,Family,Music",378,77.3544973544974
"Biography,Drama,Romance",380,66.8473684210526
"Action,Fantasy,Horror",383,62.5874673629243
"Adventure,Comedy,Sport",387,69.9431524547804
"Drama,History,Mystery",390,77.1051282051282
"Family,Sci-Fi",390,63.4333333333333
"Comedy,Family,Game-Show",394,77.4111675126904
"Animation,Fantasy,Horror",395,71.1291139240506
"Crime,Documentary,Reality-TV",395,73.5493670886076
"Drama,Short,War",397,70.4005037783375
"Comedy,Crime,Short",399,72.2456140350877
"Documentary,Family,Game-Show",401,66.0648379052369
"Action,Sci-Fi,Thriller",403,55.6674937965261
"Family,Music",407,71.9090909090909
"Comedy,Romance,Sport",409,70.6674816625917
"Comedy,Sci-Fi,Short",411,68.8029197080292
"Documentary,Short,Sport",411,63.021897810219
"Adventure,Comedy,Game-Show",412,70.4660194174757
"Adventure,Western",412,71.8470873786408
"Drama,Family,Western",413,74.3026634382567
"Horror,Sci-Fi,Thriller",414,49.9323671497585
"Action,Biography,Drama",415,72.7204819277108
"Adventure,Biography,Documentary",418,71.8373205741627
"Reality-TV,Sport",418,70.377990430622
"Comedy,Drama,War",420,74.2547619047619
"Animation,Documentary",422,76.6658767772512
"Crime,Horror,Mystery",422,58.3483412322275
"Drama,Romance,Western",423,76.4609929078014
"Fantasy,Romance",423,73.1063829787234
"Animation,Drama,Sport",426,75.2370892018779
"Horror,Mystery,Sci-Fi",429,60.4219114219114
"Comedy,Horror,Mystery",430,61.846511627907
"Documentary,Music,Short",430,72.6744186046512
"Adventure,Comedy,Sci-Fi",431,71.4129930394432
"Biography,Comedy,Documentary",432,77.5115740740741
"Short,Western",432,66.8055555555556
"Family,Western",433,72.7759815242494
"Adventure,Drama,Western",437,66.9862700228833
"Action,Comedy,Romance",440,64.8636363636364
"Crime,Drama,Family",440,72.9590909090909
"Family,Sport",442,77.10407239819
"Documentary,History,Reality-TV",446,77.3968609865471
"Documentary,History,Music",447,76.6845637583893
"Documentary,Drama,Short",448,69.6696428571429
"Comedy,Documentary,History",449,74.2138084632517
"Comedy,Documentary,Short",449,70.1224944320713
"Action,Comedy,Family",452,69.1902654867257
"Animation,Fantasy,Short",457,67.0065645514223
"Adventure,Animation",462,62.8679653679654
"Adventure,Animation,Sci-Fi",469,69.8805970149254
"Animation,Drama,Mystery",474,74.0126582278481
"Animation,Horror,Short",474,64.6962025316456
"Game-Show,Music",478,69.2364016736402
"Sci-Fi,Thriller",480,57.5604166666667
"Adventure,Sci-Fi",482,65.7717842323651
"Comedy,Horror,Sci-Fi",483,57.8178053830228
"Drama,History,Short",483,72.3809523809524
"Animation,Drama,Horror",484,73.2128099173554
"Action,Drama,Horror",485,62.3567010309278
"Action,Fantasy",489,63.4335378323108
"Family,Fantasy,Musical",492,50.0264227642276
"Family,Talk-Show",493,67.2089249492901
"Comedy,Drama,Sci-Fi",495,68.5171717171717
"Drama,Romance,Sci-Fi",495,70.2444444444444
"Horror,Mystery,Short",497,67.9738430583501
"Adventure,Family,Reality-TV",501,76.4590818363273
"Drama,Fantasy,History",501,77.8443113772455
"Comedy,Family,Talk-Show",507,72.1183431952663
"Drama,Fantasy,Sci-Fi",507,69.5759368836292
"Action,Comedy,Sci-Fi",512,67.7265625
"Animation,Fantasy",520,69.1653846153846
"Action,Crime,Mystery",522,70.3045977011494
"Comedy,Mystery",526,67.4562737642586
"Comedy,Music,Romance",527,65.3453510436433
"Action,Horror,Sci-Fi",528,54.7916666666667
"Animation,Crime,Drama",529,78.351606805293
"Action,Adventure,Horror",532,58.3496240601504
"Action,War",535,66.0093457943925
"Action,Game-Show,Reality-TV",540,76.1
"Comedy,Fantasy,Short",540,73.4888888888889
"Comedy,Drama,History",543,76.0386740331492
"Action,Crime,Reality-TV",551,65.1215970961888
"Adventure,Short",551,72.4900181488203
"Music,Talk-Show",551,69.2776769509982
"Family,Fantasy,Music",556,75.0035971223022
"Action,Comedy,Short",561,71.9055258467023
"Comedy,Thriller",563,62.5896980461812
"Action,Animation",569,68.5483304042179
"Fantasy,Horror,Mystery",569,65.1880492091388
"Biography,Documentary,Short",573,72.1134380453752
"Crime,Mystery,Reality-TV",575,78.04
"Comedy,Family,Short",577,69.2426343154246
"Adventure,Drama,History",579,67.9222797927461
"Documentary,Horror",581,66.7005163511188
"Biography,Comedy,Drama",591,71.678510998308
"Comedy,Drama,Thriller",596,67.7734899328859
"Comedy,Documentary,Drama",599,67.762938230384
"Comedy,Family,Musical",599,70.4257095158598
"Comedy,Game-Show,News",600,69.9666666666667
"Action,Biography,Comedy",606,90.549504950495
"Comedy,Fantasy,Sci-Fi",621,72.2512077294686
"Comedy,Game-Show,Music",623,69.685393258427
"Adventure,Reality-TV",627,75.1738437001595
"Animation,Comedy,Horror",631,72.7591125198098
"Animation,Comedy,Music",631,75.5198098256735
"Comedy,Western",635,64.6157480314961
"Biography,Drama,Music",636,71.2106918238994
"Animation,Comedy,Musical",641,65.7535101404056
"Musical,Short",648,69.9537037037037
"Crime,Drama,Film-Noir",649,64.1725731895223
"Drama,Romance,Sport",651,74.1582181259601
"Action,Adventure,Game-Show",671,82.6438152011923
"Animation,Drama,Short",674,66.9302670623145
"Drama,Musical,Romance",674,67.1112759643917
"Comedy,Crime,Reality-TV",678,72.9203539823009
"Biography,Documentary,Sport",689,75.2946298984035
"Action,Drama,Short",691,71.2648335745297
"Family,Game-Show,Reality-TV",694,72.0965417867435
"Adventure,Drama,Mystery",710,73.0718309859155
"Animation,Comedy,Crime",715,72.4587412587413
"Crime,Drama,History",716,74.4846368715084
"Adventure,Drama,Sci-Fi",720,70.175
"Comedy,History",722,68.5789473684211
"Documentary,Drama,History",722,73.1842105263158
"Crime,Reality-TV",723,76.701244813278
"Adult,Drama,Romance",732,63.6803278688525
"Drama,Fantasy,Short",759,72.6851119894598
"Adventure,Comedy,Crime",760,69.0868421052632
"Action,Animation,Family",762,76.8963254593176
"Drama,Horror,Sci-Fi",762,66.5551181102362
"Horror,Mystery",769,56.702210663199
"Adventure,Drama,Romance",774,64.8643410852713
"Animation,Sport",783,75.6002554278416
"Mystery,Short",787,74.9783989834816
"Family,Music,Reality-TV",796,68.8768844221105
"Action,Comedy,Fantasy",798,68.7957393483709
War,803,62.2440846824408
"Crime,Short",811,72.6300863131936
"Documentary,History,Mystery",817,71.2264381884945
"Comedy,Drama,Sport",823,72.6391251518833
"Action,Comedy,Horror",832,63.1826923076923
"Horror,Sci-Fi",843,49.3641755634638
"Animation,Drama,Romance",855,71.6959064327485
"Crime,Documentary,Mystery",855,72.7157894736842
"Documentary,War",859,72.5075669383003
"Comedy,Musical,Romance",875,61.6605714285714
"Action,Drama,War",880,73.8977272727273
"Comedy,War",881,71.800227014756
"Drama,Musical",897,67.438127090301
"Comedy,Family,Sci-Fi",900,71.3944444444444
"Drama,Mystery,Short",901,71.8457269700333
"Crime,Documentary,History",906,73.5441501103753
"Drama,Reality-TV",926,76.8866090712743
"Music,Reality-TV",935,70.4085561497326
"Family,Short",942,72.583864118896
"Drama,Sci-Fi,Thriller",943,69.1760339342524
"Documentary,Talk-Show",949,71.6174920969441
"Family,Fantasy",952,65.4905462184874
"Crime,Mystery",973,67.4450154162384
"Drama,Romance,War",976,69.4026639344262
"Adult,Drama",979,60.0960163432074
"Action,Animation,Crime",980,72.4867346938776
"Drama,Sci-Fi,Short",985,70.3167512690355
"Adult,Romance",1010,61.6752475247525
"Crime,Documentary,Drama",1029,74.1175898931001
"Adventure,Fantasy",1033,69.379477250726
"Animation,Drama,Fantasy",1047,74.2340019102197
"Adventure,Crime,Drama",1052,69.537072243346
"Animation,Drama,Family",1053,72.5802469135803
"Crime,Drama,Short",1056,71.9100378787879
"Comedy,Drama,Horror",1063,66.8532455315146
"Comedy,Documentary,Family",1074,72.671322160149
"Family,Reality-TV",1079,66.6691380908248
"Drama,Romance,Thriller",1085,65.0847926267281
"Action,Reality-TV,Sport",1089,67.6005509641873
"Drama,Horror,Short",1094,66.9277879341865
"Action,Drama,Mystery",1096,71.4890510948905
"Comedy,Fantasy,Horror",1097,67.7137648131267
"Drama,Music,Romance",1111,70.2232223222322
"Comedy,Drama,Musical",1122,66.5258467023173
"Documentary,Game-Show,Reality-TV",1139,62.4126426690079
"Horror,Short,Thriller",1143,66.67104111986
"Adventure,Documentary,Reality-TV",1152,76.8585069444444
"News,Short",1152,64.3055555555556
"Drama,Horror",1170,56.6641025641026
"Comedy,News",1172,73.4266211604096
"Adult,Comedy",1188,57.5378787878788
"Mystery,Thriller",1191,61.5549958018472
"Animation,Comedy,Sci-Fi",1213,71.7518549051937
"Comedy,Fantasy,Romance",1213,70.9563066776587
"Animation,Family,Short",1215,66.4362139917695
"Drama,Family,Short",1232,72.8027597402597
"Action,Drama,Sci-Fi",1235,70.2477732793522
"Drama,Family,Fantasy",1254,71.4976076555024
"Comedy,Sport",1262,71.4675118858954
"Comedy,Crime,Mystery",1267,70.6685082872928
"Comedy,Romance,Short",1270,70.444094488189
"Biography,Crime,Drama",1293,73.5591647331786
"Animation,Family,Fantasy",1298,66.979969183359
"Crime,Mystery,Thriller",1298,67.2781201848998
"Adventure,Comedy",1301,65.0622598001537
"Biography,Documentary,Drama",1310,73.9137404580153
"Documentary,Game-Show,Music",1311,59.6834477498093
"Romance,Short",1334,71.7503748125937
"Comedy,Game-Show,Reality-TV",1347,75.5018559762435
"Biography,Crime,Documentary",1363,71.9097578870139
"Adventure,Family,Fantasy",1364,67.8929618768328
"Action,Sci-Fi",1376,59.1395348837209
"Game-Show,Music,Reality-TV",1380,66.9485507246377
"Action,Animation,Sci-Fi",1389,69.2714182865371
"Documentary,Family",1393,79.5893754486719
"Drama,Horror,Thriller",1408,57.1363636363636
"Adventure,Family",1412,65.5771954674221
"Adventure,Animation,Fantasy",1413,69.4727530077849
"Adventure,Comedy,Fantasy",1413,74.3687190375089
"Drama,Mystery,Sci-Fi",1429,73.2190342897131
"Action,Drama,History",1432,76.284217877095
"Crime,Drama,Horror",1434,65.8507670850767
"Drama,Short,Thriller",1439,73.1132731063238
"Adventure,Drama,Fantasy",1449,76.0193236714976
"Comedy,Horror,Short",1451,67.7146795313577
"Comedy,Family,Romance",1459,70.7361206305689
"Drama,Sci-Fi",1469,67.3955071477195
"Adventure,Documentary",1485,79.1622895622896
"Biography,Documentary,Music",1485,75.7925925925926
"Drama,Music",1518,69.7845849802372
"Comedy,Family,Music",1538,71.2230169050715
"Game-Show,Reality-TV,Romance",1552,61.7280927835052
"Adventure,Drama",1565,63.8849840255591
"Fantasy,Short",1581,69.7368753953194
"Action,Animation,Fantasy",1590,72.4654088050314
"Drama,Fantasy,Romance",1590,75.4358490566038
"Action,Drama,Fantasy",1613,73.0359578425294
"Drama,Sport",1616,71.2165841584158
"Action,Drama,Romance",1622,66.9389642416769
"Drama,Fantasy",1628,70.8648648648649
"Reality-TV,Romance",1638,64.8663003663004
"Action,Thriller",1648,56.2245145631068
"Comedy,Drama,Mystery",1713,72.4226503210741
"Action,Crime,Thriller",1725,63.376231884058
"Adventure,Game-Show,Reality-TV",1731,75.7215482380127
"Horror,Mystery,Thriller",1739,56.6221966647499
"Crime,Drama,Fantasy",1773,76.7693175408912
Biography,1777,71.504220596511
"Comedy,Musical",1780,62.1303370786517
"Action,Short",1811,72.0756488128106
"Action,Adventure,Sci-Fi",1840,66.4538043478261
Musical,1852,69.4524838012959
"Comedy,Fantasy",1869,66.9620117710005
"Action,Crime",1930,63.7243523316062
"Music,Short",1934,69.8852119958635
"Drama,Mystery,Romance",1968,73.0106707317073
History,2039,72.9141736145169
"Action,Adventure",2051,64.129205265724
"Action,Comedy",2065,62.5622276029056
"Comedy,Sci-Fi",2077,67.045739046702
"Comedy,Drama,Music",2081,71.8140317155214
"News,Talk-Show",2094,62.6523400191022
"Drama,Romance,Short",2113,70.1855182205395
"Documentary,History,War",2133,76.15096108767
"Drama,Mystery",2154,68.4610027855153
"Biography,Drama",2162,68.0388529139686
"Drama,Family,Romance",2184,73.0805860805861
Fantasy,2194,69.0606198723792
"Drama,Fantasy,Mystery",2228,73.2639138240575
"Drama,History,War",2235,75.5521252796421
"Documentary,Drama",2265,74.1611479028698
"Action,Adventure,Family",2293,69.0915830789359
"Action,Drama,Thriller",2366,67.4450549450549
"Animation,Comedy,Romance",2377,73.5115692048801
"Adventure,Animation,Drama",2391,73.5926390631535
"Drama,History,Romance",2506,74.4369513168396
"Sci-Fi,Short",2559,69.495115279406
News,2670,64.5078651685393
"Comedy,Family,Fantasy",2680,71.1171641791045
Mystery,2718,67.504782928624
"Family,Game-Show",2772,76.0808080808081
"Adventure,Comedy,Family",2892,70.4792531120332
"Short,Thriller",2892,72.8744813278008
"Crime,Thriller",2901,66.0420544639779
"Drama,Horror,Mystery",2909,63.5991749742179
Sci-Fi,2959,62.6877323420074
"Comedy,Horror",3213,59.5166511048864
"Animation,Comedy,Fantasy",3238,72.0185299567634
"Drama,War",3286,66.7845404747413
"Horror,Thriller",3289,49.1273943447856
"Adventure,Comedy,Drama",3291,72.0264357338195
"Biography,Drama,History",3332,72.4300720288115
"Documentary,News",3357,72.6097706285374
"Documentary,Sport",3383,75.9346733668342
"Animation,Family",3404,67.8678025851939
"Action,Animation,Drama",3493,74.8353850558259
"Comedy,Drama,Short",3510,71.4153846153846
"Comedy,Documentary",3516,72.7380546075085
"Action,Comedy,Crime",3525,68.1829787234043
"Drama,Mystery,Thriller",3547,69.426839582746
"Comedy,Music",3621,68.8494890914112
"Action,Adventure,Fantasy",3770,69.5241379310345
"Animation,Comedy,Short",3836,65.8545359749739
"Action,Comedy,Drama",3885,66.175546975547
"Comedy,Drama,Fantasy",4188,73.8254536771729
"Crime,Drama,Romance",4263,63.2655406990382
"Comedy,Game-Show",4389,72.3504215083162
"Comedy,Crime",4529,67.9995584014131
"Adventure,Animation,Family",4608,66.4153645833333
"Adventure,Drama,Family",4613,73.928246260568
"Drama,History",4625,72.1939459459459
"Action,Drama",4700,64.4802127659574
"Documentary,Reality-TV",4810,71.8723492723493
"Biography,Documentary",4949,71.0559709032128
"Drama,Western",5016,65.5990829346093
"Biography,Documentary,History",5073,72.4902424600828
"Comedy,Reality-TV",5079,71.9757826343768
"Drama,Family",5207,68.7434223161129
"Drama,Fantasy,Horror",5232,71.8168960244648
Adventure,5253,64.5368360936608
"Documentary,Music",5373,75.7978782802903
"Action,Adventure,Crime",5605,70.1109723461195
Animation,5713,70.7824260458603
Western,6103,74.3105030312961
"Action,Sport",6422,66.9848956711305
"Comedy,Music,Talk-Show",6529,66.6065247357942
Game-Show,6556,70.3285539963392
"Horror,Short",6969,66.0737552016071
Family,7239,66.5060091172814
Sport,7413,70.4836098745447
"Drama,Thriller",7609,65.1687475358129
Music,7621,73.5667235270962
"Comedy,News,Talk-Show",7958,65.8881628549887
"Animation,Comedy,Drama",8161,75.4054650165421
"Documentary,History",8174,74.1891362857842
Romance,8220,68.9380778588808
Thriller,9078,60.2477417933465
"Comedy,Crime,Drama",9081,73.8314062327937
Action,9193,61.9292940280648
"Animation,Comedy",9250,71.7676756756757
"Crime,Drama,Thriller",9279,70.3734238603298
"Action,Animation,Comedy",9413,72.2176776798045
Talk-Show,10242,66.6212653778559
"Game-Show,Reality-TV",10246,71.9056217060316
"Action,Adventure,Drama",10453,72.7811154692433
"Action,Adventure,Comedy",10874,67.5949052786463
"Crime,Documentary",11103,73.0083761145636
"Comedy,Drama,Family",11756,73.8381252126574
Horror,11844,51.1026680175616
Crime,11928,68.3296445338699
"Animation,Short",12369,64.3404478939284
"Comedy,Talk-Show",12603,67.8323415059906
"Comedy,Family",13732,72.7057238566851
"Animation,Comedy,Family",13863,69.8611411671355
Adult,15983,63.2843020709504
"Comedy,Romance",16889,68.2566759429214
"Comedy,Drama,Romance",18925,71.7706737120211
"Crime,Drama",19173,70.4552756480467
"Action,Crime,Drama",20407,72.9899054246092
"Documentary,Short",22016,66.3909429505814
"Comedy,Short",22712,68.350519549137
Short,27675,66.5253477868112
"Adventure,Animation,Comedy",28196,70.695453255781
"Crime,Drama,Mystery",30167,73.7593728246097
"Drama,Short",30359,70.4805494252116
"Comedy,Drama",30719,70.4790520524757
"Drama,Romance",34587,70.6751091450545
Reality-TV,39488,69.8307080632091
"Action,Adventure,Animation",50556,74.2824392752591
Documentary,90015,73.140565461312
Drama,120371,68.4542954698391
Comedy,126279,68.6768187901393
